city,city_ascii,lat,lng,country,iso2,iso3,admin_name,capital,population,id
Novi Pazar,Novi Pazar,43.1375,20.5149,Serbia,RS,SRB,Novi Pazar,admin,,1688435541
Novi Sad,Novi Sad,45.2504,19.8499,Serbia,RS,SRB,Novi Sad,admin,225457,1688169087
Odžaci,Odzaci,45.5076,19.2606,Serbia,RS,SRB,Odžaci,admin,,1688373834
Opovo,Opovo,45.0522,20.4313,Serbia,RS,SRB,Opovo,admin,,1688371736
Osečina,Osecina,44.3728,19.6010,Serbia,RS,SRB,Osečina,admin,,1688862457
Pančevo,Pancevo,44.8713,20.6443,Serbia,RS,SRB,Pančevo,admin,,1688356974
Pećinci,Pecinci,44.9089,19.9664,Serbia,RS,SRB,Pećinci,admin,,1688856329
Plandište,Plandiste,45.2292,21.1238,Serbia,RS,SRB,Plandište,admin,,1688176320
Požarevac,Pozarevac,44.6222,21.1826,Serbia,RS,SRB,Požarevac,admin,,1688653137
Požega,Pozega,43.8459,20.0368,Serbia,RS,SRB,Požega,admin,,1688211541
Priboj,Priboj,43.5836,19.5258,Serbia,RS,SRB,Priboj,admin,,1688522811
Šid,Sid,45.1276,19.2267,Serbia,RS,SRB,Šid,admin,,1688899483
Šabac,Sabac,44.7538,19.6876,Serbia,RS,SRB,Šabac,admin,,1688640421
Arilje,Arilje,43.7550,20.0970,Serbia,RS,SRB,Arilje,admin,,1688798017
Bajina Bašta,Bajina Basta,43.9709,19.5655,Serbia,RS,SRB,Bajina Bašta,admin,,1688643521
Batočina,Batocina,44.1547,21.0799,Serbia,RS,SRB,Batočina,admin,,1688299986
Bač,Bac,45.3923,19.2367,Serbia,RS,SRB,Bač,admin,,1688168992
Bačka Palanka,Backa Palanka,45.2519,19.3916,Serbia,RS,SRB,Bačka Palanka,admin,,1688918464
Bačka Topola,Backa Topola,45.8152,19.6369,Serbia,RS,SRB,Bačka Topola,admin,,1688533352
Bački Petrovac,Backi Petrovac,45.3616,19.5920,Serbia,RS,SRB,Bački Petrovac,admin,,1688400393
Bela Crkva,Bela Crkva,44.9015,21.4234,Serbia,RS,SRB,Bela Crkva,admin,,1688101335
Bečej,Becej,45.6196,20.0400,Serbia,RS,SRB,Bečej,admin,,1688492797
Bogatić,Bogatic,44.8376,19.4807,Serbia,RS,SRB,Bogatić,admin,,1688635508
Žitište,Zitiste,45.4854,20.5507,Serbia,RS,SRB,Žitište,admin,,1688363591
Žabari,Zabari,44.3562,21.2143,Serbia,RS,SRB,Žabari,admin,,1688661944
Žabalj,Zabalj,45.3741,20.0707,Serbia,RS,SRB,Žabalj,admin,,1688662344
Čoka,Coka,45.9415,20.1460,Serbia,RS,SRB,Čoka,admin,,1688200508
Čačak,Cacak,43.8897,20.3301,Serbia,RS,SRB,Čačak,admin,170000,1688216463
Trgovište,Trgoviste,42.3514,22.0921,Serbia,RS,SRB,Trgovište,admin,,1688150657
Vranje,Vranje,42.5560,21.9002,Serbia,RS,SRB,Vranje,admin,,1688474456
Bujanovac,Bujanovac,42.4606,21.7666,Serbia,RS,SRB,Bujanovac,admin,,1688743477
Preševo,Presevo,42.3071,21.6500,Serbia,RS,SRB,Preševo,admin,,1688970219
Bosilegrad,Bosilegrad,42.5005,22.4728,Serbia,RS,SRB,Bosilegrad,admin,,1688870763
Surdulica,Surdulica,42.6904,22.1704,Serbia,RS,SRB,Surdulica,admin,,1688920744
Vladičin Han,Vladicin Han,42.7082,22.0664,Serbia,RS,SRB,Vladičin Han,admin,,1688664018
Crna Trava,Crna Trava,42.8071,22.3247,Serbia,RS,SRB,Crna Trava,admin,,1688208441
Vlasotince,Vlasotince,42.9659,22.1272,Serbia,RS,SRB,Vlasotince,admin,,1688116678
Žitorađa,Zitorada,43.1902,21.7134,Serbia,RS,SRB,Žitorađa,admin,,1688262057
Prokuplje,Prokuplje,43.2383,21.5932,Serbia,RS,SRB,Prokuplje,admin,,1688111468
Babušnica,Babusnica,43.0680,22.4115,Serbia,RS,SRB,Babušnica,admin,,1688685780
Dimitrovgrad,Dimitrovgrad,43.0155,22.7776,Serbia,RS,SRB,Dimitrovgrad,admin,,1688139023
Pirot,Pirot,43.1617,22.5871,Serbia,RS,SRB,Pirot,admin,,1688324137
Knjaževac,Knjazevac,43.5667,22.2539,Serbia,RS,SRB,Knjaževac,admin,,1688849183
Kuršumlija,Kursumlija,43.1390,21.2735,Serbia,RS,SRB,Kuršumlija,admin,,1688343996
Medveđa,Medveda,42.8420,21.5858,Serbia,RS,SRB,Medveđa,admin,,1688014462
Bojnik,Bojnik,43.0142,21.7180,Serbia,RS,SRB,Bojnik,admin,,1688559807
Lebane,Lebane,42.9171,21.7294,Serbia,RS,SRB,Lebane,admin,,1688169172
Leskovac,Leskovac,42.9976,21.9445,Serbia,RS,SRB,Leskovac,admin,,1688752541
Čajetina,Cajetina,43.7497,19.7150,Serbia,RS,SRB,Čajetina,admin,,1688018668
Velika Plana,Velika Plana,44.3323,21.0751,Serbia,RS,SRB,Velika Plana,admin,,1688536735
Beočin,Beocin,45.1916,19.7250,Serbia,RS,SRB,Beočin ,admin,,1688152997
Västerås,Vasteraas,59.6300,16.5400,Sweden,SE,SWE,Västmanland,admin,107194,1752826955
Uppsala,Uppsala,59.8500,17.6333,Sweden,SE,SWE,Uppsala,admin,,1752953686
Örebro,Orebro,59.2803,15.2200,Sweden,SE,SWE,Örebro,admin,98573,1752223019
Östersund,Ostersund,63.1833,14.6500,Sweden,SE,SWE,Jämtland,admin,46178,1752026711
Karlstad,Karlstad,59.3671,13.4999,Sweden,SE,SWE,Värmland,admin,74141,1752502445
Nyköping,Nykoping,58.7640,17.0150,Sweden,SE,SWE,Södermanland,admin,27582,1752377083
Göteborg,Goteborg,57.7500,12.0000,Sweden,SE,SWE,Västra Götaland,admin,537797,1752059374
Halmstad,Halmstad,56.6718,12.8556,Sweden,SE,SWE,Halland,admin,55657,1752392511
Linköping,Linkoping,58.4100,15.6299,Sweden,SE,SWE,Östergötland,admin,96732,1752963378
Jönköping,Jonkoping,57.7713,14.1650,Sweden,SE,SWE,Jönköping,admin,89780,1752079041
Kalmar,Kalmar,56.6670,16.3666,Sweden,SE,SWE,Kalmar,admin,35024,1752640618
Gävle,Gavle,60.6670,17.1666,Sweden,SE,SWE,Gävleborg,admin,68635,1752586931
Malmö,Malmo,55.5833,13.0333,Sweden,SE,SWE,Skåne,admin,269349,1752705818
Växjö,Vaxjo,56.8837,14.8167,Sweden,SE,SWE,Kronoberg,admin,59600,1752263370
Luleå,Lulea,65.5966,22.1584,Sweden,SE,SWE,Norrbotten,admin,48638,1752765449
Stockholm,Stockholm,59.3508,18.0973,Sweden,SE,SWE,Stockholm,primary,1264000,1752425602
Karlskrona,Karlskrona,56.2030,15.2960,Sweden,SE,SWE,Blekinge,admin,35212,1752316086
Falun,Falun,60.6130,15.6470,Sweden,SE,SWE,Dalarna,admin,36477,1752939220
Härnösand,Harnosand,62.6340,17.9340,Sweden,SE,SWE,Västernorrland,admin,17016,1752644953
Uppsala,Uppsala,59.8601,17.6400,Sweden,SE,SWE,Stockholm,,133117,1752330831
Umeå,Umea,63.8300,20.2400,Sweden,SE,SWE,Västerbotten,admin,78197,1752273881
Kiruna,Kiruna,67.8500,20.2166,Sweden,SE,SWE,Norrbotten,minor,18154,1752001526
Helsingborg,Helsingborg,56.0505,12.7000,Sweden,SE,SWE,Skåne,minor,91304,1752789933
Skellefteå,Skelleftea,64.7721,20.9500,Sweden,SE,SWE,Västerbotten,minor,31311,1752233025
Bollnäs,Bollnas,61.3520,16.3666,Sweden,SE,SWE,Gävleborg,minor,13398,1752287863
Trollhättan,Trollhattan,58.2671,12.3000,Sweden,SE,SWE,Västra Götaland,minor,44543,1752863731
Örnsköldsvik,Ornskoldsvik,63.3180,18.7167,Sweden,SE,SWE,Västernorrland,minor,27749,1752250773
Sundsvall,Sundsvall,62.4001,17.3167,Sweden,SE,SWE,Västernorrland,minor,73389,1752024232
Norrköping,Norrkoping,58.5954,16.1787,Sweden,SE,SWE,Östergötland,minor,88639,1752803583
Vannersborg,Vannersborg,58.3630,12.3300,Sweden,SE,SWE,Västra Götaland,minor,21835,1752467593
Borås,Boras,57.7304,12.9200,Sweden,SE,SWE,Västra Götaland,minor,65008,1752555835
Kristianstad,Kristianstad,56.0337,14.1333,Sweden,SE,SWE,Skåne,minor,32188,1752606470
Borlänge,Borlange,60.4833,15.4167,Sweden,SE,SWE,Dalarna,minor,39422,1752944924
Mariestad,Mariestad,58.7050,13.8280,Sweden,SE,SWE,Västra Götaland,minor,14891,1752879298
Visby,Visby,57.6337,18.3000,Sweden,SE,SWE,Gotland,admin,22593,1752027172
Ljubljana,Ljubljana,46.0553,14.5150,Slovenia,SI,SVN,Ljubljana,primary,314807,1705917455
Rečica ob Savinji,Recica ob Savinji,46.3167,14.9167,Slovenia,SI,SVN,Rečica ob Savinji,admin,,1705082644
Selnica ob Dravi,Selnica ob Dravi,46.5500,15.4950,Slovenia,SI,SVN,Selnica ob Dravi,admin,,1705864774
Semič,Semic,45.6461,15.1822,Slovenia,SI,SVN,Semič,admin,,1705653513
Šalovci,Salovci,46.8250,16.2981,Slovenia,SI,SVN,Šalovci,admin,,1705296581
Ribnica na Pohorju,Ribnica na Pohorju,46.5350,15.2728,Slovenia,SI,SVN,Ribnica na Pohorju,admin,,1705830999
Ribnica,Ribnica,45.7386,14.7275,Slovenia,SI,SVN,Ribnica,admin,,1705675272
Rogaška Slatina,Rogaska Slatina,46.2375,15.6397,Slovenia,SI,SVN,Rogaška Slatina,admin,,1705772825
Rogašovci,Rogasovci,46.8000,16.0333,Slovenia,SI,SVN,Rogašovci,admin,,1705970248
Rogatec,Rogatec,46.2294,15.7003,Slovenia,SI,SVN,Rogatec,admin,,1705579021
Ruše,Ruse,46.5394,15.5158,Slovenia,SI,SVN,Ruše,admin,,1705417281
Volčja Draga,Volcja Draga,45.9069,13.6775,Slovenia,SI,SVN,Renče-Vogrsko,admin,,1705547222
Miklavž na Dravskem Polju,Miklavz na Dravskem Polju,46.5058,15.6972,Slovenia,SI,SVN,Miklavž na Dravskem Polju,admin,,1705244140
Miren,Miren,45.8956,13.6075,Slovenia,SI,SVN,Miren-Kostanjevica,admin,,1705608129
Poljčane,Poljcane,46.3119,15.5792,Slovenia,SI,SVN,Poljčane,admin,,1705286007
Prevalje,Prevalje,46.5469,14.9208,Slovenia,SI,SVN,Prevalje,admin,,1705187949
Rače,Race,46.4519,15.6814,Slovenia,SI,SVN,Rače-Fram,admin,,1705643433
Podlehnik,Podlehnik,46.3353,15.8800,Slovenia,SI,SVN,Podlehnik,admin,,1705352359
Prebold,Prebold,46.2369,15.0925,Slovenia,SI,SVN,Prebold,admin,,1705746627
Ptuj,Ptuj,46.4214,15.8697,Slovenia,SI,SVN,Ptuj,admin,,1705072535
Puconci,Puconci,46.7067,16.1564,Slovenia,SI,SVN,Puconci,admin,,1705677747
Postojna,Postojna,45.7769,14.2167,Slovenia,SI,SVN,Postojna,admin,,1705090259
Pivka,Pivka,45.6794,14.1967,Slovenia,SI,SVN,Pivka,admin,,1705709650
Radeče,Radece,46.0681,15.1839,Slovenia,SI,SVN,Radeče,admin,,1705420341
Polzela,Polzela,46.2833,15.0667,Slovenia,SI,SVN,Polzela,admin,,1705144123
Preddvor,Preddvor,46.3025,14.4231,Slovenia,SI,SVN,Preddvor,admin,,1705403351
Podvelka,Podvelka,46.5869,15.3306,Slovenia,SI,SVN,Podvelka,admin,,1705523444
Podčetrtek,Podcetrtek,46.1569,15.5986,Slovenia,SI,SVN,Podčetrtek,admin,,1705261000
Ajdovščina,Ajdovscina,45.8875,13.9111,Slovenia,SI,SVN,Ajdovščina,admin,,1705580792
Bled,Bled,46.3692,14.1136,Slovenia,SI,SVN,Bled,admin,,1705655016
Bistrica ob Sotli,Bistrica ob Sotli,46.0589,15.6642,Slovenia,SI,SVN,Bistrica ob Sotli,admin,,1705641346
Benedikt v Slovenskih Goricah,Benedikt v Slovenskih Goricah,46.6086,15.8883,Slovenia,SI,SVN,Benedikt,admin,,1705523597
Beltinci,Beltinci,46.6053,16.2406,Slovenia,SI,SVN,Beltinci,admin,,1705238814
Gornji Petrovci,Gornji Petrovci,46.8053,16.2225,Slovenia,SI,SVN,Gornji Petrovci,admin,,1705170234
Grad,Grad,46.8000,16.1000,Slovenia,SI,SVN,Grad,admin,,1705033390
Grosuplje,Grosuplje,45.9556,14.6589,Slovenia,SI,SVN,Grosuplje,admin,,1705847148
Nova Vas,Nova Vas,45.7717,14.5058,Slovenia,SI,SVN,Bloke,admin,,1705701553
Spodnja Hajdina,Spodnja Hajdina,46.4089,15.8469,Slovenia,SI,SVN,Hajdina,admin,,1705733801
Bohinjska Bistrica,Bohinjska Bistrica,46.2769,13.9550,Slovenia,SI,SVN,Bohinj,admin,,1705094350
Borovnica,Borovnica,45.9158,14.3631,Slovenia,SI,SVN,Borovnica,admin,,1705665714
Bovec,Bovec,46.3375,13.5528,Slovenia,SI,SVN,Bovec,admin,,1705609781
Braslovče,Braslovce,46.2897,15.0389,Slovenia,SI,SVN,Braslovče,admin,,1705126731
Brežice,Brezice,45.9033,15.5911,Slovenia,SI,SVN,Brežice,admin,,1705251132
Brezovica,Brezovica,46.0333,14.4000,Slovenia,SI,SVN,Brezovica,admin,,1705190624
Dobrovo,Dobrovo,45.9964,13.5264,Slovenia,SI,SVN,Brda,admin,,1705226459
Cankova,Cankova,46.7208,16.0225,Slovenia,SI,SVN,Cankova,admin,,1705097170
Celje,Celje,46.2361,15.2675,Slovenia,SI,SVN,Celje,admin,,1705563326
Cerklje na Gorenjskem,Cerklje na Gorenjskem,46.2542,14.4886,Slovenia,SI,SVN,Cerklje na Gorenjskem,admin,,1705820033
Cerknica,Cerknica,45.7931,14.3625,Slovenia,SI,SVN,Cerknica,admin,,1705932096
Cerkno,Cerkno,46.1256,13.9817,Slovenia,SI,SVN,Cerkno,admin,,1705759580
Cerkvenjak,Cerkvenjak,46.5706,15.9436,Slovenia,SI,SVN,Cerkvenjak,admin,,1705808302
Črenšovci,Crensovci,46.5744,16.2906,Slovenia,SI,SVN,Črenšovci,admin,,1705698578
Črna na Koroškem,Crna na Koroskem,46.4667,14.8500,Slovenia,SI,SVN,Črna na Koroškem,admin,,1705127725
Črnomelj,Crnomelj,45.5711,15.1889,Slovenia,SI,SVN,Črnomelj,admin,,1705132468
Destrnik,Destrnik,46.5006,15.8750,Slovenia,SI,SVN,Destrnik,admin,,1705579309
Horjul,Horjul,46.0236,14.2992,Slovenia,SI,SVN,Horjul,admin,,1705243858
Kranjska Gora,Kranjska Gora,46.4839,13.7894,Slovenia,SI,SVN,Kranjska Gora,admin,,1705443136
Križevci pri Ljutomeru,Krizevci pri Ljutomeru,46.5683,16.1386,Slovenia,SI,SVN,Križevci,admin,,1705138690
Krško,Krsko,45.9531,15.4894,Slovenia,SI,SVN,Krško,admin,,1705286396
Ilirska Bistrica,Ilirska Bistrica,45.5697,14.2408,Slovenia,SI,SVN,Ilirska Bistrica,admin,,1705031705
Ivančna Gorica,Ivancna Gorica,45.9383,14.8044,Slovenia,SI,SVN,Ivančna Gorica,admin,,1705930549
Izola,Izola,45.5369,13.6619,Slovenia,SI,SVN,Izola,admin,,1705476087
Jesenice,Jesenice,46.4306,14.0669,Slovenia,SI,SVN,Jesenice,admin,,1705471403
Koper,Koper,45.5469,13.7294,Slovenia,SI,SVN,Koper,admin,,1705478862
Kostanjevica na Krki,Kostanjevica na Krki,45.8461,15.4222,Slovenia,SI,SVN,Kostanjevica na Krki,admin,,1705796422
Kozje,Kozje,46.0750,15.5603,Slovenia,SI,SVN,Kozje,admin,,1705548274
Kranj,Kranj,46.2411,14.3617,Slovenia,SI,SVN,Kranj,admin,,1705842003
Lendava,Lendava,46.5614,16.4506,Slovenia,SI,SVN,Lendava,admin,,1705653525
Litija,Litija,46.0586,14.8225,Slovenia,SI,SVN,Litija,admin,,1705902870
Ljubno,Ljubno,46.3456,14.8350,Slovenia,SI,SVN,Ljubno,admin,,1705083617
Ljutomer,Ljutomer,46.5208,16.1975,Slovenia,SI,SVN,Ljutomer,admin,,1705303708
Spodnje Hoče,Spodnje Hoce,46.5000,15.6500,Slovenia,SI,SVN,Hoče-Slivnica,admin,,1705379997
Hodoš,Hodos,46.8233,16.3342,Slovenia,SI,SVN,Hodoš,admin,,1705217643
Hrastnik,Hrastnik,46.1461,15.0814,Slovenia,SI,SVN,Hrastnik,admin,,1705818009
Kozina,Kozina,45.6100,13.9356,Slovenia,SI,SVN,Hrpelje-Kozina,admin,,1705465646
Idrija,Idrija,46.0028,14.0306,Slovenia,SI,SVN,Idrija,admin,,1705472042
Ig,Ig,45.9603,14.5289,Slovenia,SI,SVN,Ig,admin,,1705409266
Zgornja Kungota,Zgornja Kungota,46.6392,15.6156,Slovenia,SI,SVN,Kungota,admin,,1705104301
Kuzma,Kuzma,46.8369,16.0833,Slovenia,SI,SVN,Kuzma,admin,,1705411351
Laško,Lasko,46.1519,15.2364,Slovenia,SI,SVN,Laško,admin,,1705962698
Lenart v Slovenskih Goricah,Lenart v Slovenskih Goricah,46.5761,15.8314,Slovenia,SI,SVN,Lenart,admin,,1705719159
Logatec,Logatec,45.9144,14.2258,Slovenia,SI,SVN,Logatec,admin,,1705275257
Log pri Brezovici,Log pri Brezovici,46.0167,14.3667,Slovenia,SI,SVN,Log-Dragomer,admin,,1705822369
Stari Trg pri Ložu,Stari Trg pri Lozu,45.7128,14.4694,Slovenia,SI,SVN,Loška Dolina,admin,,1705849784
Hrib-Loški Potok,Hrib-Loski Potok,45.7011,14.5911,Slovenia,SI,SVN,Loški Potok,admin,,1705118688
Zgornje Jezersko,Zgornje Jezersko,46.3833,14.4667,Slovenia,SI,SVN,Jezersko,admin,,1705991236
Juršinci,Jursinci,46.4847,15.9714,Slovenia,SI,SVN,Juršinci,admin,,1705262198
Kamnik,Kamnik,46.2197,14.6094,Slovenia,SI,SVN,Kamnik,admin,,1705864078
Kanal,Kanal,46.0886,13.6397,Slovenia,SI,SVN,Kanal,admin,,1705955833
Kidričevo,Kidricevo,46.4036,15.7911,Slovenia,SI,SVN,Kidričevo,admin,,1705321982
Kobarid,Kobarid,46.2481,13.5772,Slovenia,SI,SVN,Kobarid,admin,,1705651680
Kobilje,Kobilje,46.6847,16.3978,Slovenia,SI,SVN,Kobilje,admin,,1705965317
Kočevje,Kocevje,45.6433,14.8633,Slovenia,SI,SVN,Kočevje,admin,,1705859832
Komen,Komen,45.8153,13.7483,Slovenia,SI,SVN,Komen,admin,,1705031068
Sveta Trojica v Slovenskih Goricah,Sveta Trojica v Slovenskih Goricah,46.5767,15.8769,Slovenia,SI,SVN,Sveta Trojica v Slovenskih Goricah,admin,,1705659496
Pesnica pri Mariboru,Pesnica pri Mariboru,46.6069,15.6767,Slovenia,SI,SVN,Pesnica,admin,,1705389455
Piran,Piran,45.5278,13.5706,Slovenia,SI,SVN,Piran,admin,,1705085466
Murska Sobota,Murska Sobota,46.6625,16.1664,Slovenia,SI,SVN,Murska Sobota,admin,,1705129726
Muta,Muta,46.6114,15.1661,Slovenia,SI,SVN,Muta,admin,,1705459961
Moravče,Moravce,46.1369,14.7450,Slovenia,SI,SVN,Moravče,admin,,1705291500
Novo Mesto,Novo Mesto,45.7925,15.1647,Slovenia,SI,SVN,Novo Mesto,admin,,1705849587
Odranci,Odranci,46.5867,16.2803,Slovenia,SI,SVN,Odranci,admin,,1705912877
Oplotnica,Oplotnica,46.3878,15.4467,Slovenia,SI,SVN,Oplotnica,admin,,1705182651
Ormož,Ormoz,46.4114,16.1544,Slovenia,SI,SVN,Ormož,admin,,1705413437
Moravske-Toplice,Moravske-Toplice,46.6875,16.2256,Slovenia,SI,SVN,Moravske Toplice,admin,,1705126489
Mozirje,Mozirje,46.3394,14.9633,Slovenia,SI,SVN,Mozirje,admin,,1705239053
Mirna,Mirna,45.9553,15.0619,Slovenia,SI,SVN,Mirna,admin,,1705033855
Mirna Peč,Mirna Pec,45.8603,15.0833,Slovenia,SI,SVN,Mirna Peč,admin,,1705096910
Mislinja,Mislinja,46.4411,15.1956,Slovenia,SI,SVN,Mislinja,admin,,1705898157
Mokronog,Mokronog,45.9342,15.1408,Slovenia,SI,SVN,Mokronog-Trebelno,admin,,1705336506
Naklo,Naklo,46.2728,14.3172,Slovenia,SI,SVN,Naklo,admin,,1705637872
Nova Gorica,Nova Gorica,45.9614,13.6436,Slovenia,SI,SVN,Nova Gorica,admin,,1705939355
Dol pri Ljubljani,Dol pri Ljubljani,46.0886,14.6008,Slovenia,SI,SVN,Dol pri Ljubljani,admin,,1705717325
Dolenjske Toplice,Dolenjske Toplice,45.7667,15.0667,Slovenia,SI,SVN,Dolenjske Toplice,admin,,1705395845
Domžale,Domzale,46.1381,14.5978,Slovenia,SI,SVN,Domžale,admin,,1705822721
Dornava,Dornava,46.4367,15.9536,Slovenia,SI,SVN,Dornava,admin,,1705023699
Dravograd,Dravograd,46.5881,15.0192,Slovenia,SI,SVN,Dravograd,admin,,1705130450
Spodnji Duplek,Spodnji Duplek,46.5031,15.7453,Slovenia,SI,SVN,Duplek,admin,,1705953692
Gorenja Vas,Gorenja Vas,46.1072,14.1481,Slovenia,SI,SVN,Gorenja Vas-Poljane,admin,,1705961189
Gorišnica,Gorisnica,46.4147,16.0139,Slovenia,SI,SVN,Gorišnica,admin,,1705561619
Gornja Radgona,Gornja Radgona,46.6733,15.9922,Slovenia,SI,SVN,Gornja Radgona,admin,,1705643923
Gornji Grad,Gornji Grad,46.2953,14.8083,Slovenia,SI,SVN,Gornji Grad,admin,,1705879741
Zgornje Gorje,Zgornje Gorje,46.3833,14.0833,Slovenia,SI,SVN,Gorje,admin,,1705342044
Divača,Divaca,45.6847,13.9703,Slovenia,SI,SVN,Divača,admin,,1705065298
Dobje pri Planini,Dobje pri Planini,46.1367,15.4089,Slovenia,SI,SVN,Dobje,admin,,1705204927
Videm,Videm,45.8500,14.6942,Slovenia,SI,SVN,Dobrepolje,admin,,1705074870
Dobrna,Dobrna,46.3375,15.2264,Slovenia,SI,SVN,Dobrna,admin,,1705353787
Dobrova,Dobrova,46.0550,14.4172,Slovenia,SI,SVN,Dobrova-Polhov Gradec,admin,,1705653264
Dobrovnik,Dobrovnik,46.6514,16.3525,Slovenia,SI,SVN,Dobrovnik,admin,,1705602796
Radenci,Radenci,46.6472,16.0442,Slovenia,SI,SVN,Radenci,admin,,1705609332
Radlje ob Dravi,Radlje ob Dravi,46.6142,15.2264,Slovenia,SI,SVN,Radlje ob Dravi,admin,,1705478193
Radovljica,Radovljica,46.3444,14.1744,Slovenia,SI,SVN,Radovljica,admin,,1705488511
Ravne na Koroškem,Ravne na Koroskem,46.5431,14.9692,Slovenia,SI,SVN,Ravne na Koroškem,admin,,1705757622
Šentjur,Sentjur,46.2172,15.3975,Slovenia,SI,SVN,Šentjur,admin,,1705076635
Šentrupert,Sentrupert,45.9778,15.0956,Slovenia,SI,SVN,Šentrupert,admin,,1705083565
Sevnica,Sevnica,46.0078,15.3156,Slovenia,SI,SVN,Sevnica,admin,,1705218575
Vitomarci,Vitomarci,46.5275,15.9394,Slovenia,SI,SVN,Sveti Andraž v Slovenskih Goricah,admin,,1705653481
Straža,Straza,45.7800,15.0728,Slovenia,SI,SVN,Straža,admin,,1705491164
Sveta Ana v Slovenskih Goricah,Sveta Ana v Slovenskih Goricah,46.6492,15.8442,Slovenia,SI,SVN,Sveta Ana,admin,,1705062986
Jurovski Dol,Jurovski Dol,46.6064,15.7847,Slovenia,SI,SVN,Sveti Jurij v Slovenskih Goricah,admin,,1705288408
Šoštanj,Sostanj,46.3800,15.0486,Slovenia,SI,SVN,Šoštanj,admin,,1705376916
Središče ob Dravi,Sredisce ob Dravi,46.3942,16.2681,Slovenia,SI,SVN,Središče ob Dravi,admin,,1705613407
Starše,Starse,46.4658,15.7672,Slovenia,SI,SVN,Starše,admin,,1705557844
Štore,Store,46.2208,15.3139,Slovenia,SI,SVN,Štore,admin,,1705775604
Sveti Jurij ob Ščavnici,Sveti Jurij ob Scavnici,46.5695,16.0235,Slovenia,SI,SVN,Sveti Jurij ob Ščavnici,admin,,1705832384
Šmartno ob Paki,Smartno ob Paki,46.3333,15.0333,Slovenia,SI,SVN,Šmartno ob Paki,admin,,1705804130
Šmartno pri Litiji,Smartno pri Litiji,46.0444,14.8442,Slovenia,SI,SVN,Šmartno pri Litiji,admin,,1705164835
Sodražica,Sodrazica,45.7611,14.6356,Slovenia,SI,SVN,Sodražica,admin,,1705295579
Solčava,Solcava,46.4194,14.6936,Slovenia,SI,SVN,Solčava,admin,,1705581561
Slovenj Gradec,Slovenj Gradec,46.5103,15.0806,Slovenia,SI,SVN,Slovenj Gradec,admin,,1705845238
Slovenska Bistrica,Slovenska Bistrica,46.3928,15.5744,Slovenia,SI,SVN,Slovenska Bistrica,admin,,1705359875
Slovenske Konjice,Slovenske Konjice,46.3367,15.4258,Slovenia,SI,SVN,Slovenske Konjice,admin,,1705506460
Šmarje pri Jelšah,Smarje pri Jelsah,46.2272,15.5192,Slovenia,SI,SVN,Šmarje pri Jelšah,admin,,1705373506
Šenčur,Sencur,46.2456,14.4197,Slovenia,SI,SVN,Šenčur,admin,,1705968659
Šempeter pri Gorici,Sempeter pri Gorici,45.9275,13.6411,Slovenia,SI,SVN,Šempeter-Vrtojba,admin,,1705397569
Šentilj,Sentilj,46.6817,15.6481,Slovenia,SI,SVN,Šentilj,admin,,1705840723
Šentjernej,Sentjernej,45.8400,15.3361,Slovenia,SI,SVN,Šentjernej,admin,,1705329272
Sežana,Sezana,45.7069,13.8722,Slovenia,SI,SVN,Sežana,admin,,1705079549
Škocjan,Skocjan,45.9067,15.2914,Slovenia,SI,SVN,Škocjan,admin,,1705940381
Škofja Loka,Skofja Loka,46.1672,14.3089,Slovenia,SI,SVN,Škofja Loka,admin,,1705743622
Škofljica,Skofljica,45.9833,14.5767,Slovenia,SI,SVN,Škofljica,admin,,1705067758
Razkrižje,Razkrizje,46.5217,16.2811,Slovenia,SI,SVN,Razkrižje,admin,,1705276725
Markovci,Markovci,46.3833,15.9500,Slovenia,SI,SVN,Markovci,admin,,1705493301
Medvode,Medvode,46.1333,14.4333,Slovenia,SI,SVN,Medvode,admin,,1705158152
Mengeš,Menges,46.1669,14.5750,Slovenia,SI,SVN,Mengeš,admin,,1705274788
Metlika,Metlika,45.6472,15.3142,Slovenia,SI,SVN,Metlika,admin,,1705008169
Mežica,Mezica,46.5214,14.8544,Slovenia,SI,SVN,Mežica,admin,,1705607524
Lovrenc na Pohorju,Lovrenc na Pohorju,46.5406,15.3931,Slovenia,SI,SVN,Lovrenc na Pohorju,admin,,1705376318
Luče,Luce,46.3561,14.7467,Slovenia,SI,SVN,Luče,admin,,1705042629
Lukovica pri Domžalah,Lukovica pri Domzalah,46.1667,14.7000,Slovenia,SI,SVN,Lukovica,admin,,1705829201
Majšperk,Majsperk,46.3517,15.7336,Slovenia,SI,SVN,Majšperk,admin,,1705147774
Makole,Makole,46.3172,15.6672,Slovenia,SI,SVN,Makole,admin,,1705304446
Maribor,Maribor,46.5405,15.6500,Slovenia,SI,SVN,Maribor,admin,114228,1705454394
Tomaž pri Ormožu,Tomaz pri Ormozu,46.4842,16.0836,Slovenia,SI,SVN,Sveti Tomaž,admin,,1705837424
Videm pri Ptuju,Videm pri Ptuju,46.3686,15.9064,Slovenia,SI,SVN,Videm,admin,,1705681768
Tolmin,Tolmin,46.1864,13.7361,Slovenia,SI,SVN,Tolmin,admin,,1705602247
Trbovlje,Trbovlje,46.1550,15.0533,Slovenia,SI,SVN,Trbovlje,admin,,1705370010
Trebnje,Trebnje,45.9042,15.0217,Slovenia,SI,SVN,Trebnje,admin,,1705570941
